Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"SLC25A18","Solute Carrier Family 25 Member 18","Protein Coding","38","GC22P018739","8.83868408203125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A18"
"OGG1","8-Oxoguanine DNA Glycosylase","Protein Coding","45","GC03P012414","8.82941627502441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGG1"
"CFAP410","Cilia And Flagella Associated Protein 410","Protein Coding","29","GC21M044330","8.82814121246338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP410"
"PRICKLE3","Prickle Planar Cell Polarity Protein 3","Protein Coding","34","GC0XM049263","8.82041168212891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRICKLE3"
"DNAJC11","DnaJ Heat Shock Protein Family (Hsp40) Member C11","Protein Coding","35","GC01M006634","8.78906631469727","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC11"
"MTARC2","Mitochondrial Amidoxime Reducing Component 2","Protein Coding","28","GC01P220748","8.76742935180664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTARC2"
"TMEM126A","Transmembrane Protein 126A","Protein Coding","38","GC11P085647","8.76665306091309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM126A"
"CAT","Catalase","Protein Coding","49","GC11P034460","8.75312995910645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT"
"XDH","Xanthine Dehydrogenase","Protein Coding","45","GC02M031334","8.75302886962891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XDH"
"ACAD11","Acyl-CoA Dehydrogenase Family Member 11","Protein Coding","36","GC03M132559","8.74210643768311","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAD11"
"DHX30","DExH-Box Helicase 30","Protein Coding","40","GC03P047802","8.73932838439941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX30"
"MTX1","Metaxin 1","Protein Coding","38","GC01P155208","8.73598289489746","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTX1"
"MARCHF5","Membrane Associated Ring-CH-Type Finger 5","Protein Coding","30","GC10P092552","8.69211864471436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCHF5"
"MTARC1","Mitochondrial Amidoxime Reducing Component 1","Protein Coding","26","GC01P220788","8.69003009796143","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTARC1"
"SDHAF3","Succinate Dehydrogenase Complex Assembly Factor 3","Protein Coding","31","GC07P097116","8.68091583251953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHAF3"
"SLC6A3","Solute Carrier Family 6 Member 3","Protein Coding","48","GC05M001392","8.65770244598389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A3"
"TGFB1","Transforming Growth Factor Beta 1","Protein Coding","49","GC19M041301","8.65444946289063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB1"
"LARS1","Leucyl-TRNA Synthetase 1","Protein Coding","37","GC05M146114","8.64858055114746","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARS1"
"MCUB","Mitochondrial Calcium Uniporter Dominant Negative Subunit Beta","Protein Coding","26","GC04P109561","8.63006687164307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCUB"
"SACS","Sacsin Molecular Chaperone","Protein Coding","37","GC13M023288","8.61210918426514","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SACS"
"NLRX1","NLR Family Member X1","Protein Coding","38","GC11P119166","8.58145141601563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRX1"
"SLC25A40","Solute Carrier Family 25 Member 40","Protein Coding","33","GC07M087833","8.57889747619629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A40"
"PRELID1","PRELI Domain Containing 1","Protein Coding","36","GC05P177305","8.57048034667969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRELID1"
"MTLN","Mitoregulin","Protein Coding","16","GC02M111247","8.56830406188965","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTLN"
"VCP","Valosin Containing Protein","Protein Coding","48","GC09M035056","8.56659412384033","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCP"
"UQCR11","Ubiquinol-Cytochrome C Reductase, Complex III Subunit XI","Protein Coding","34","GC19M001597","8.55440139770508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCR11"
"PDSS2","Decaprenyl Diphosphate Synthase Subunit 2","Protein Coding","40","GC06M107152","8.55047988891602","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDSS2"
"ABHD10","Abhydrolase Domain Containing 10, Depalmitoylase","Protein Coding","36","GC03P111978","8.51840972900391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD10"
"TOMM5","Translocase Of Outer Mitochondrial Membrane 5","Protein Coding","33","GC09M037582","8.51299285888672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOMM5"
"CCDC51","Coiled-Coil Domain Containing 51","Protein Coding","31","GC03M048432","8.51131439208984","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC51"
"NOA1","Nitric Oxide Associated 1","Protein Coding","33","GC04M056963","8.49252891540527","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOA1"
"CPT1B","Carnitine Palmitoyltransferase 1B","Protein Coding","43","GC22M057738","8.48387241363525","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT1B"
"ERCC6","ERCC Excision Repair 6, Chromatin Remodeling Factor","Protein Coding","45","GC10M049454","8.48032760620117","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC6"
"DHODH","Dihydroorotate Dehydrogenase (Quinone)","Protein Coding","45","GC16P072008","8.43686389923096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHODH"
"EPRS1","Glutamyl-Prolyl-TRNA Synthetase 1","Protein Coding","35","GC01M219969","8.42685985565186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPRS1"
"GARS1","Glycyl-TRNA Synthetase 1","Protein Coding","36","GC07P030580","8.42422676086426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GARS1"
"TOMM40L","Translocase Of Outer Mitochondrial Membrane 40 Like","Protein Coding","33","GC01P161225","8.41479015350342","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOMM40L"
"PDK4","Pyruvate Dehydrogenase Kinase 4","Protein Coding","43","GC07M095583","8.41403198242188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDK4"
"BCKDHA","Branched Chain Keto Acid Dehydrogenase E1 Subunit Alpha","Protein Coding","43","GC19P066744","8.38013744354248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCKDHA"
"NNT","Nicotinamide Nucleotide Transhydrogenase","Protein Coding","44","GC05P043602","8.36882400512695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NNT"
"MRS2","Magnesium Transporter MRS2","Protein Coding","37","GC06P024402","8.35617923736572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRS2"
"GPAM","Glycerol-3-Phosphate Acyltransferase, Mitochondrial","Protein Coding","41","GC10M112148","8.33302593231201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPAM"
"PREPL","Prolyl Endopeptidase Like","Protein Coding","41","GC02M044281","8.33132743835449","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PREPL"
"DNMT1","DNA Methyltransferase 1","Protein Coding","49","GC19M010133","8.32429218292236","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT1"
"PPARA","Peroxisome Proliferator Activated Receptor Alpha","Protein Coding","44","GC22P046150","8.3201961517334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARA"
"COA4","Cytochrome C Oxidase Assembly Factor 4 Homolog","Protein Coding","32","GC11M073872","8.29793453216553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COA4"
"CYP11B2","Cytochrome P450 Family 11 Subfamily B Member 2","Protein Coding","46","GC08M142910","8.27373218536377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP11B2"
"CYP11B1","Cytochrome P450 Family 11 Subfamily B Member 1","Protein Coding","46","GC08M142872","8.27317810058594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP11B1"
"MRM3","Mitochondrial RRNA Methyltransferase 3","Protein Coding","29","GC17P001547","8.25710678100586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRM3"
"AK4","Adenylate Kinase 4","Protein Coding","39","GC01P065147","8.2383861541748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AK4"
"RPUSD3","RNA Pseudouridine Synthase D3","Protein Coding","34","GC03M009839","8.23771667480469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPUSD3"
"GYG1","Glycogenin 1","Protein Coding","43","GC03P148991","8.23330974578857","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GYG1"
"SLC25A36","Solute Carrier Family 25 Member 36","Protein Coding","38","GC03P140941","8.22895908355713","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A36"
"AFG1L","AFG1 Like ATPase","Protein Coding","27","GC06P108504","8.20004749298096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFG1L"
"BCAT2","Branched Chain Amino Acid Transaminase 2","Protein Coding","44","GC19M048795","8.18481540679932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAT2"
"GBA","Glucosylceramidase Beta","Protein Coding","48","GC01M155234","8.16250705718994","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBA"
"GLS2","Glutaminase 2","Protein Coding","40","GC12M056470","8.13417720794678","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLS2"
"PGAM5","PGAM Family Member 5, Mitochondrial Serine/Threonine Protein Phosphatase","Protein Coding","34","GC12P132710","8.13004779815674","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM5"
"MSS51","MSS51 Mitochondrial Translational Activator","Protein Coding","29","GC10M073423","8.12403964996338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSS51"
"DHTKD1","Dehydrogenase E1 And Transketolase Domain Containing 1","Protein Coding","41","GC10P012068","8.10100078582764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHTKD1"
"PTEN","Phosphatase And Tensin Homolog","Protein Coding","50","GC10P092487","8.09745025634766","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTEN"
"OXSM","3-Oxoacyl-ACP Synthase, Mitochondrial","Protein Coding","34","GC03P025782","8.0825080871582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXSM"
"MAIP1","Matrix AAA Peptidase Interacting Protein 1","Protein Coding","25","GC02P199956","8.06869220733643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAIP1"
"GRSF1","G-Rich RNA Sequence Binding Factor 1","Protein Coding","38","GC04M070815","8.06863403320313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRSF1"
"ALDH1L2","Aldehyde Dehydrogenase 1 Family Member L2","Protein Coding","39","GC12M105019","8.05067348480225","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1L2"
"SLC3A1","Solute Carrier Family 3 Member 1","Protein Coding","46","GC02P044275","8.04128265380859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC3A1"
"ATAD1","ATPase Family AAA Domain Containing 1","Protein Coding","40","GC10M087751","8.03921413421631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD1"
"GCDH","Glutaryl-CoA Dehydrogenase","Protein Coding","44","GC19P012891","8.03104972839355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCDH"
"HK2","Hexokinase 2","Protein Coding","45","GC02P074833","8.01866912841797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HK2"
"SIRT4","Sirtuin 4","Protein Coding","39","GC12P120291","8.0160608291626","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT4"
"TST","Thiosulfate Sulfurtransferase","Protein Coding","41","GC22M037010","8.00987434387207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TST"
"LDHD","Lactate Dehydrogenase D","Protein Coding","39","GC16M075111","8.00351238250732","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHD"
"PYGM","Glycogen Phosphorylase, Muscle Associated","Protein Coding","45","GC11M064746","8.0001277923584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGM"
"PDK1","Pyruvate Dehydrogenase Kinase 1","Protein Coding","45","GC02P172555","7.99267816543579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDK1"
"DDX28","DEAD-Box Helicase 28","Protein Coding","35","GC16M068104","7.97946214675903","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX28"
"LIPT2","Lipoyl(Octanoyl) Transferase 2","Protein Coding","34","GC11M090379","7.97204303741455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPT2"
"APEX1","Apurinic/Apyrimidinic Endodeoxyribonuclease 1","Protein Coding","42","GC14P020455","7.96714782714844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APEX1"
"PRDX3","Peroxiredoxin 3","Protein Coding","42","GC10M119167","7.95496273040771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX3"
"ACAD10","Acyl-CoA Dehydrogenase Family Member 10","Protein Coding","38","GC12P111686","7.95129108428955","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAD10"
"MTRES1","Mitochondrial Transcription Rescue Factor 1","Protein Coding","22","GC06P107029","7.94027757644653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTRES1"
"UNG","Uracil DNA Glycosylase","Protein Coding","45","GC12P109097","7.93769073486328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNG"
"MRM1","Mitochondrial RRNA Methyltransferase 1","Protein Coding","35","GC17P055319","7.93719911575317","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRM1"
"ATAD3B","ATPase Family AAA Domain Containing 3B","Protein Coding","36","GC01P003884","7.92567443847656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD3B"
"NDUFB2","NADH:Ubiquinone Oxidoreductase Subunit B2","Protein Coding","38","GC07P140690","7.91465473175049","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB2"
"NME4","NME/NM23 Nucleoside Diphosphate Kinase 4","Protein Coding","40","GC16P000396","7.9132981300354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME4"
"CLPB","Caseinolytic Mitochondrial Matrix Peptidase Chaperone Subunit B","Protein Coding","43","GC11M090311","7.89190864562988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPB"
"PRDX5","Peroxiredoxin 5","Protein Coding","43","GC11P064370","7.88266134262085","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX5"
"BLOC1S1","Biogenesis Of Lysosomal Organelles Complex 1 Subunit 1","Protein Coding","35","GC12P055894","7.88208770751953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLOC1S1"
"MAPK8","Mitogen-Activated Protein Kinase 8","Protein Coding","47","GC10P048306","7.88068056106567","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK8"
"BAD","BCL2 Associated Agonist Of Cell Death","Protein Coding","43","GC11M089708","7.88059997558594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAD"
"TMEM65","Transmembrane Protein 65","Protein Coding","32","GC08M124310","7.87742805480957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM65"
"ALDH4A1","Aldehyde Dehydrogenase 4 Family Member A1","Protein Coding","42","GC01M018871","7.87141609191895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH4A1"
"COX8C","Cytochrome C Oxidase Subunit 8C","Protein Coding","31","GC14P093348","7.86986255645752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX8C"
"GAA","Alpha Glucosidase","Protein Coding","48","GC17P080101","7.86434507369995","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAA"
"NBAS","NBAS Subunit Of NRZ Tethering Complex","Protein Coding","40","GC02M014783","7.83984231948853","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBAS"
"ACOT9","Acyl-CoA Thioesterase 9","Protein Coding","37","GC0XM023701","7.83360862731934","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOT9"
"LMNA","Lamin A/C","Protein Coding","48","GC01P156082","7.82772588729858","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNA"
"MCCC1","Methylcrotonyl-CoA Carboxylase Subunit 1","Protein Coding","41","GC03M183015","7.82538509368896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCCC1"
"MTG2","Mitochondrial Ribosome Associated GTPase 2","Protein Coding","35","GC20P062183","7.79323148727417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTG2"
"GLRX2","Glutaredoxin 2","Protein Coding","37","GC01M193065","7.77600002288818","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRX2"
"PHYH","Phytanoyl-CoA 2-Hydroxylase","Protein Coding","44","GC10M013277","7.77253723144531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHYH"
"DNAJA3","DnaJ Heat Shock Protein Family (Hsp40) Member A3","Protein Coding","38","GC16P004425","7.76755475997925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA3"
"PPP2R2B","Protein Phosphatase 2 Regulatory Subunit Bbeta","Protein Coding","43","GC05M146582","7.76372337341309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2B"
"TOMM6","Translocase Of Outer Mitochondrial Membrane 6","Protein Coding","29","GC06P041787","7.75368165969849","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOMM6"
"FMC1","Formation Of Mitochondrial Complex V Assembly Factor 1 Homolog","Protein Coding","25","GC07P139372","7.74677181243896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMC1"
"CYP24A1","Cytochrome P450 Family 24 Subfamily A Member 1","Protein Coding","45","GC20M054153","7.7343373298645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP24A1"
"PPM1B","Protein Phosphatase, Mg2+/Mn2+ Dependent 1B","Protein Coding","42","GC02P044167","7.68482780456543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1B"
"GDF15","Growth Differentiation Factor 15","Protein Coding","40","GC19P066244","7.65413761138916","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF15"
"ACAD8","Acyl-CoA Dehydrogenase Family Member 8","Protein Coding","42","GC11P134253","7.65334606170654","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAD8"
"BOLA1","BolA Family Member 1","Protein Coding","34","GC01P150157","7.64617395401001","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BOLA1"
"COA7","Cytochrome C Oxidase Assembly Factor 7","Protein Coding","32","GC01M052684","7.63588762283325","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COA7"
"AKAP1","A-Kinase Anchoring Protein 1","Protein Coding","38","GC17P057085","7.63569641113281","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP1"
"NDUFA7","NADH:Ubiquinone Oxidoreductase Subunit A7","Protein Coding","36","GC19M008308","7.59248208999634","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA7"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","49","GC22M021759","7.58850240707397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"DNAJC15","DnaJ Heat Shock Protein Family (Hsp40) Member C15","Protein Coding","35","GC13P043023","7.56641054153442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC15"
"CRLS1","Cardiolipin Synthase 1","Protein Coding","38","GC20P006005","7.54796695709229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRLS1"
"TMLHE","Trimethyllysine Hydroxylase, Epsilon","Protein Coding","41","GC0XM155489","7.54398775100708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMLHE"
"SFXN2","Sideroflexin 2","Protein Coding","38","GC10P102714","7.53835678100586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFXN2"
"NAGS","N-Acetylglutamate Synthase","Protein Coding","40","GC17P044004","7.52925109863281","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGS"
"EME2","Essential Meiotic Structure-Specific Endonuclease Subunit 2","Protein Coding","33","GC16P011680","7.51312160491943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EME2"
"HLA-DRB1","Major Histocompatibility Complex, Class II, DR Beta 1","Protein Coding","46","GC06M066007","7.50923728942871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB1"
"PPM1K","Protein Phosphatase, Mg2+/Mn2+ Dependent 1K","Protein Coding","41","GC04M088258","7.49099063873291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1K"
